"Main.MR.results.Exposure" "Main.MR.results.MR.Analysis" "Main.MR.results.Causal.Estimate" "Main.MR.results.Sd" "Main.MR.results.T.stat" "Main.MR.results.P.value" "MR.PRESSO.results.Global.Test.RSSobs" "MR.PRESSO.results.Global.Test.Pvalue" "MR.PRESSO.results.Outlier.Test.RSSobs" "MR.PRESSO.results.Outlier.Test.Pvalue" "MR.PRESSO.results.Distortion.Test.Outliers.Indices" "MR.PRESSO.results.Distortion.Test.Distortion.Coefficient" "MR.PRESSO.results.Distortion.Test.Pvalue"
"155" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 3.20717541290349e-09 "1" 161 8.49085364959108 0.879
"156" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000138956707128676 "1" 161 8.49085364959108 0.879
"157" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000887608178111512 "1" 161 8.49085364959108 0.879
"158" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000481607891620968 "1" 161 8.49085364959108 0.879
"159" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000962521101265425 "1" 161 8.49085364959108 0.879
"160" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000967093102684261 "1" 161 8.49085364959108 0.879
"161" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00111800249021284 "1" 161 8.49085364959108 0.879
"162" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 1.39663675139412e-05 "1" 161 8.49085364959108 0.879
"163" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 1.71727135114004e-06 "1" 161 8.49085364959108 0.879
"164" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.0008217102976174 "1" 161 8.49085364959108 0.879
"165" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00407326944861266 "1" 161 8.49085364959108 0.879
"166" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000128921046876638 "1" 161 8.49085364959108 0.879
"168" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000517680285738962 "1" 161 8.49085364959108 0.879
"169" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000886203285984964 "1" 161 8.49085364959108 0.879
"170" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00819492644498024 "1" 161 8.49085364959108 0.879
"171" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 8.83738788614438e-07 "1" 161 8.49085364959108 0.879
"172" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000569808254414855 "1" 161 8.49085364959108 0.879
"173" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.0132592840539441 "<0.254" 161 8.49085364959108 0.879
"174" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 4.04566497107709e-05 "1" 161 8.49085364959108 0.879
"175" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00660405576441215 "1" 161 8.49085364959108 0.879
"176" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00349897083438371 "1" 161 8.49085364959108 0.879
"177" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00054874990511086 "1" 161 8.49085364959108 0.879
"178" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000736276919647031 "1" 161 8.49085364959108 0.879
"179" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000715756154804507 "1" 161 8.49085364959108 0.879
"180" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00061025839060832 "1" 161 8.49085364959108 0.879
"181" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.0031482958929846 "1" 161 8.49085364959108 0.879
"182" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00306379460689649 "1" 161 8.49085364959108 0.879
"183" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00213374139304458 "1" 161 8.49085364959108 0.879
"184" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00082378522185572 "1" 161 8.49085364959108 0.879
"185" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000895857374525069 "1" 161 8.49085364959108 0.879
"186" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00182147487215547 "1" 161 8.49085364959108 0.879
"187" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000320847826128529 "1" 161 8.49085364959108 0.879
"188" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 2.24861000306454e-05 "1" 161 8.49085364959108 0.879
"189" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00125798416804133 "1" 161 8.49085364959108 0.879
"190" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00140889881633583 "1" 161 8.49085364959108 0.879
"191" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000186106075054598 "1" 161 8.49085364959108 0.879
"192" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00143074547064359 "1" 161 8.49085364959108 0.879
"193" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000564907162447669 "1" 161 8.49085364959108 0.879
"194" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 2.39031384731171e-05 "1" 161 8.49085364959108 0.879
"195" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00103791120138451 "1" 161 8.49085364959108 0.879
"196" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00204736294601028 "1" 161 8.49085364959108 0.879
"197" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000668724734752791 "1" 161 8.49085364959108 0.879
"198" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000186917162411381 "1" 161 8.49085364959108 0.879
"199" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00010732742910942 "1" 161 8.49085364959108 0.879
"200" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 6.63914725229351e-05 "1" 161 8.49085364959108 0.879
"201" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000623525191359996 "1" 161 8.49085364959108 0.879
"202" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000238966287811654 "1" 161 8.49085364959108 0.879
"203" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00359777823164235 "1" 161 8.49085364959108 0.879
"204" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00162527397797853 "1" 161 8.49085364959108 0.879
"205" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00314050845553599 "1" 161 8.49085364959108 0.879
"206" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00191421034909994 "1" 161 8.49085364959108 0.879
"207" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00179273100867373 "1" 161 8.49085364959108 0.879
"208" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 4.32802206849538e-05 "1" 161 8.49085364959108 0.879
"209" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000998108857671779 "1" 161 8.49085364959108 0.879
"210" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 9.56079580128703e-05 "1" 161 8.49085364959108 0.879
"211" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00253356880238628 "1" 161 8.49085364959108 0.879
"212" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000203773831463781 "1" 161 8.49085364959108 0.879
"213" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00038144322504624 "1" 161 8.49085364959108 0.879
"214" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00223453304847746 "1" 161 8.49085364959108 0.879
"215" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 5.71220441073425e-05 "1" 161 8.49085364959108 0.879
"217" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 9.73853491514942e-08 "1" 161 8.49085364959108 0.879
"218" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000665248617328013 "1" 161 8.49085364959108 0.879
"219" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.0036540584138101 "1" 161 8.49085364959108 0.879
"220" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000716267340567071 "1" 161 8.49085364959108 0.879
"221" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00518027823354262 "1" 161 8.49085364959108 0.879
"222" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00144202945317386 "1" 161 8.49085364959108 0.879
"223" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00809598986064884 "1" 161 8.49085364959108 0.879
"224" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 6.26746312898883e-06 "1" 161 8.49085364959108 0.879
"225" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000479442064885356 "1" 161 8.49085364959108 0.879
"226" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 6.21323215392154e-06 "1" 161 8.49085364959108 0.879
"228" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.0031967376127213 "1" 161 8.49085364959108 0.879
"229" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00113207262138089 "1" 161 8.49085364959108 0.879
"230" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00174656188922737 "1" 161 8.49085364959108 0.879
"231" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00339842860262552 "1" 161 8.49085364959108 0.879
"232" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00202224376811183 "1" 161 8.49085364959108 0.879
"233" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00242880322629223 "1" 161 8.49085364959108 0.879
"234" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.0285595215180887 "1" 161 8.49085364959108 0.879
"235" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 1.98645046723335e-05 "1" 161 8.49085364959108 0.879
"236" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000522617640139284 "1" 161 8.49085364959108 0.879
"237" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000135411021037198 "1" 161 8.49085364959108 0.879
"238" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00030429984973261 "1" 161 8.49085364959108 0.879
"239" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00246933893742597 "1" 161 8.49085364959108 0.879
"240" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000192296122740232 "1" 161 8.49085364959108 0.879
"241" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000903450364730789 "1" 161 8.49085364959108 0.879
"242" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00044451454175546 "1" 161 8.49085364959108 0.879
"243" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 2.76984601789737e-05 "1" 161 8.49085364959108 0.879
"244" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 9.97011824075158e-05 "1" 161 8.49085364959108 0.879
"246" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000992344735848774 "1" 161 8.49085364959108 0.879
"247" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 2.95983789558342e-05 "1" 161 8.49085364959108 0.879
"248" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000498244374213134 "1" 161 8.49085364959108 0.879
"250" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 2.17716865811235e-05 "1" 161 8.49085364959108 0.879
"251" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00011422101454777 "1" 161 8.49085364959108 0.879
"252" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00147645473160236 "1" 161 8.49085364959108 0.879
"253" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.0038022294742794 "1" 161 8.49085364959108 0.879
"254" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000118939051904961 "1" 161 8.49085364959108 0.879
"255" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000850685656586995 "1" 161 8.49085364959108 0.879
"256" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.00188447500893513 "1" 161 8.49085364959108 0.879
"257" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00126760894391897 "1" 161 8.49085364959108 0.879
"258" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000539324335837757 "1" 161 8.49085364959108 0.879
"259" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000246765501480499 "1" 161 8.49085364959108 0.879
"261" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 6.37181302590715e-06 "1" 161 8.49085364959108 0.879
"262" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00279652220916232 "1" 161 8.49085364959108 0.879
"264" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000477132525043894 "1" 161 8.49085364959108 0.879
"265" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000143524074895939 "1" 161 8.49085364959108 0.879
"266" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 3.46539375717886e-05 "1" 161 8.49085364959108 0.879
"267" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.000772786083101802 "1" 161 8.49085364959108 0.879
"268" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000663908850168068 "1" 161 8.49085364959108 0.879
"269" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 3.47108813092494e-05 "1" 161 8.49085364959108 0.879
"270" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000149341297942281 "1" 161 8.49085364959108 0.879
"271" "beta.exposure" "Raw" -0.0782369247487049 0.046080571691783 -1.69782886531887 0.0907696353003276 330.875894012022 0.001 0.00119347735899051 "1" 161 8.49085364959108 0.879
"272" "beta.exposure" "Outlier-corrected" -0.0854962895721027 0.0449318365966734 -1.90279979738092 0.0582064301093156 330.875894012022 0.001 0.000119630800096103 "1" 161 8.49085364959108 0.879
